"filename", "language", "Markdown", "assembly(DOS)", "C", "Batch", "C++", "nasm", "Makefile", "Python", "comment", "blank", "total"
"d:\workstation\OS_SelfMake\Assembler\day10\c_sheetfaster(1)\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day10\c_sheetfaster(1)\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day10\c_sheetfaster(1)\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day10\c_sheetfaster(1)\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day10\c_sheetfaster(1)\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day10\c_sheetfaster(1)\sheet.c", "C", 0, 0, 164, 0, 0, 0, 0, 0, 6, 3, 173
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\bootpack.c", "C", 0, 0, 119, 0, 0, 0, 0, 0, 4, 12, 135
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\bootpack.h", "C++", 0, 0, 0, 0, 162, 0, 0, 0, 14, 22, 198
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day10\d_sheetfaster(2)\sheet.c", "C", 0, 0, 184, 0, 0, 0, 0, 0, 7, 3, 194
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\dsar.bat", "Batch", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\esart5.bat", "Batch", 0, 0, 0, 13, 0, 0, 0, 0, 0, 6, 19
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\guigui00.h", "C++", 0, 0, 0, 0, 476, 0, 0, 0, 18, 93, 587
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\stdio.h", "C++", 0, 0, 0, 0, 15, 0, 0, 0, 1, 9, 25
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\stdlib.h", "C++", 0, 0, 0, 0, 24, 0, 0, 0, 1, 10, 35
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\guigui00\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\stdio.h", "C++", 0, 0, 0, 0, 15, 0, 0, 0, 1, 9, 25
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\haribote\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\osa_qemu\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 17, 0, 0, 5, 22
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\osa_qemu\manual.bat", "Batch", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\qemu\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\qemu\qemu-win.bat", "Batch", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\qemu_9x\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\stdio.h", "C++", 0, 0, 0, 0, 53, 0, 0, 0, 4, 11, 68
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\stdlib.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 11, 41
"d:\workstation\OS_SelfMake\Assembler\day10\z_tools\win32\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\bootpack.c", "C", 0, 0, 119, 0, 0, 0, 0, 0, 4, 12, 135
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\bootpack.h", "C++", 0, 0, 0, 0, 162, 0, 0, 0, 14, 22, 198
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\a_mouseoutside\sheet.c", "C", 0, 0, 184, 0, 0, 0, 0, 0, 7, 3, 194
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\bootpack.c", "C", 0, 0, 119, 0, 0, 0, 0, 0, 4, 12, 135
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\bootpack.h", "C++", 0, 0, 0, 0, 162, 0, 0, 0, 14, 22, 198
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\b_outsidevramsupport\sheet.c", "C", 0, 0, 200, 0, 0, 0, 0, 0, 8, 3, 211
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\bootpack.c", "C", 0, 0, 119, 0, 0, 0, 0, 0, 4, 12, 135
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\bootpack.h", "C++", 0, 0, 0, 0, 163, 0, 0, 0, 14, 22, 199
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\c_shtctlignore\sheet.c", "C", 0, 0, 202, 0, 0, 0, 0, 0, 8, 4, 214
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\bootpack.c", "C", 0, 0, 183, 0, 0, 0, 0, 0, 4, 12, 199
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\bootpack.h", "C++", 0, 0, 0, 0, 164, 0, 0, 0, 14, 22, 200
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\fifo8.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 1, 3, 51
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\d_show_a_window\sheet.c", "C", 0, 0, 202, 0, 0, 0, 0, 0, 8, 4, 214
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\bootpack.c", "C", 0, 0, 188, 0, 0, 0, 0, 0, 4, 13, 205
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\bootpack.h", "C++", 0, 0, 0, 0, 164, 0, 0, 0, 14, 22, 200
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\fifo8.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 1, 3, 51
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\e_counter\sheet.c", "C", 0, 0, 202, 0, 0, 0, 0, 0, 8, 4, 214
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\bootpack.c", "C", 0, 0, 188, 0, 0, 0, 0, 0, 4, 13, 205
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\bootpack.h", "C++", 0, 0, 0, 0, 164, 0, 0, 0, 14, 22, 200
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\fifo8.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 1, 3, 51
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\f_reduceflash1\sheet.c", "C", 0, 0, 203, 0, 0, 0, 0, 0, 8, 4, 215
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 24, 32, 153
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\bootpack.c", "C", 0, 0, 188, 0, 0, 0, 0, 0, 4, 13, 205
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\bootpack.h", "C++", 0, 0, 0, 0, 165, 0, 0, 0, 14, 22, 201
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\fifo8.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 1, 3, 51
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\keyboard.c", "C", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\memory.c", "C", 0, 0, 142, 0, 0, 0, 0, 0, 7, 2, 151
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\mouse.c", "C", 0, 0, 55, 0, 0, 0, 0, 0, 2, 1, 58
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 160, 0, 0, 5, 5, 170
"d:\workstation\OS_SelfMake\Assembler\day11\g_reduceflash2\sheet.c", "C", 0, 0, 273, 0, 0, 0, 0, 0, 9, 5, 287
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\dsar.bat", "Batch", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\esart5.bat", "Batch", 0, 0, 0, 13, 0, 0, 0, 0, 0, 6, 19
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\guigui00\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\guigui00\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\guigui00\guigui00.h", "C++", 0, 0, 0, 0, 476, 0, 0, 0, 18, 93, 587
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\guigui00\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\guigui00\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day11\z_tools\guigui00\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
